t;Respiration;GSR;Temperature;CFM
7.656;-12.68;-43.081;26.752;61
7.688;-12.617;-43.093;26.752;61
7.719;-12.563;-43.093;26.752;61
7.750;-12.532;-43.093;26.752;61
7.781;-12.469;-43.093;26.752;61
7.813;-12.415;-43.093;26.752;61
7.844;-12.383;-43.093;26.752;61
7.875;-12.625;-43.093;26.765;61
7.906;-12.563;-43.093;26.752;61
7.938;-12.477;-43.093;26.752;61
7.969;-12.454;-43.093;26.752;61
8.000;-12.422;-43.093;26.752;61
8.031;-12.407;-43.093;26.752;61
8.063;-12.399;-43.093;26.765;61
8.094;-12.391;-43.093;26.752;61
8.125;-12.391;-43.093;26.752;61
8.156;-12.383;-43.093;26.765;61
8.188;-12.383;-43.093;26.765;61
8.219;-12.376;-43.093;26.765;61
8.250;-12.422;-43.093;26.765;61
8.281;-12.407;-43.093;26.765;61
8.313;-12.649;-43.093;26.765;61
8.344;-12.641;-43.093;26.765;61
8.375;-12.625;-43.093;26.765;61
8.406;-12.633;-43.093;26.765;61
8.438;-12.617;-43.093;26.765;61
8.469;-12.641;-43.093;26.765;61
8.500;-12.656;-43.093;26.777;61
8.531;-12.672;-43.093;26.765;61
8.563;-12.711;-43.093;26.777;61
8.594;-12.719;-43.093;26.777;61
8.625;-12.758;-43.093;26.777;61
8.656;-12.828;-43.093;26.777;61
8.688;-12.836;-43.093;26.777;61
8.719;-12.89;-43.093;26.777;61
8.750;-13.187;-43.093;26.852;61
8.781;-13.195;-43.093;26.777;61
8.813;-13.179;-43.093;26.777;61
8.844;-13.234;-43.093;26.777;61
8.875;-13.234;-43.093;26.79;61
8.906;-13.241;-43.093;26.777;61
8.938;-13.249;-43.093;26.777;61
8.969;-13.265;-43.093;26.79;61
9.000;-13.366;-43.093;26.79;61
9.031;-13.46;-43.093;26.79;61
9.063;-13.538;-43.093;26.79;61
9.094;-13.561;-43.093;26.79;61
9.125;-13.585;-43.093;26.79;61
9.156;-13.639;-43.093;26.79;61
9.188;-13.904;-43.093;26.79;61
9.219;-13.904;-43.093;26.79;61
9.250;-13.881;-43.093;26.79;61
9.281;-13.834;-43.093;26.802;61
9.313;-13.85;-43.093;26.802;61
9.344;-13.803;-43.093;26.79;61
9.375;-13.78;-43.093;26.79;61
9.406;-13.787;-43.093;26.802;61
9.438;-13.772;-43.093;26.802;61
9.469;-13.772;-43.093;26.802;61
9.500;-13.764;-43.093;26.802;61
9.531;-13.764;-43.093;26.802;61
9.563;-13.772;-43.093;26.802;61
9.594;-13.764;-43.093;26.802;61
9.625;-14.037;-43.093;26.815;61
9.656;-13.982;-43.093;26.802;61
9.688;-13.967;-43.093;26.802;61
9.719;-13.967;-43.093;26.802;61
9.750;-13.928;-43.093;26.802;61
9.781;-13.912;-43.093;26.79;61
